_FieldNrShort,_FieldNr,_PlantNr,_Rec_id,iv_id,Flw_dt,Sex_cm,SexRev_dt,SSet_dt,_PlotComments,_pi_pd_SubLocation,_WhoObserved,GrowerName,GrowerLocation,_DateObserved,_HarvestNr,_DateHarvested,_ObservationNr,_BookComments,GCEntryID,GCExportID
130263,B24_130263,5,280748064,278585077,11/27/2024,31111,,12/23/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-150,596f2c859df94355bdc2e3c1d43668e4-0
130265,B24_130265,1,280748065,278585085,12/03/2024,55322,12/15/2024,12/17/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-151,596f2c859df94355bdc2e3c1d43668e4-0
130265,B24_130265,2,280748066,278585085,12/12/2024,55543,12/29/2024,12/30/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-152,596f2c859df94355bdc2e3c1d43668e4-0
130265,B24_130265,3,280748067,278585085,12/04/2024,55444,12/15/2024,12/16/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-153,596f2c859df94355bdc2e3c1d43668e4-0
130265,B24_130265,4,280748068,278585085,12/03/2024,55544,12/22/2024,12/23/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-154,596f2c859df94355bdc2e3c1d43668e4-0
130265,B24_130265,5,280748069,278585085,12/02/2024,55554,12/28/2024,12/30/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-155,596f2c859df94355bdc2e3c1d43668e4-0
130278,B24_130278,1,280748070,278585365,12/04/2024,55544,12/22/2024,12/23/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-156,596f2c859df94355bdc2e3c1d43668e4-0
130278,B24_130278,2,280748071,278585365,12/04/2024,5544,12/17/2024,12/18/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-157,596f2c859df94355bdc2e3c1d43668e4-0
130281,B24_130281,1,280748072,278585377,11/20/2024,21111,,11/27/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-158,596f2c859df94355bdc2e3c1d43668e4-0
130281,B24_130281,2,280748073,278585377,11/15/2024,22221,,12/03/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-159,596f2c859df94355bdc2e3c1d43668e4-0
130303,B24_130303,1,280748074,278580930,11/20/2024,544,11/27/2024,12/17/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-15a,596f2c859df94355bdc2e3c1d43668e4-0
130303,B24_130303,2,280748075,278580930,11/27/2024,54422,12/03/2024,12/17/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-15b,596f2c859df94355bdc2e3c1d43668e4-0
130303,B24_130303,3,280748076,278580930,11/27/2024,55322,12/12/2024,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-15c,596f2c859df94355bdc2e3c1d43668e4-0
130303,B24_130303,4,280748077,278580930,11/20/2024,55444,12/03/2024,12/18/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-15d,596f2c859df94355bdc2e3c1d43668e4-0
130303,B24_130303,5,280748078,278580930,11/27/2024,55322,12/11/2024,12/12/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-15e,596f2c859df94355bdc2e3c1d43668e4-0
129535,B24_129535,1,280748079,278580520,11/02/2024,54333,12/02/2024,12/05/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-15f,596f2c859df94355bdc2e3c1d43668e4-0
129535,B24_129535,2,280748080,278580520,11/27/2024,53222,12/02/2024,12/09/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-160,596f2c859df94355bdc2e3c1d43668e4-0
129535,B24_129535,3,280748081,278580520,11/20/2024,53322,11/27/2024,12/04/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-161,596f2c859df94355bdc2e3c1d43668e4-0
129535,B24_129535,4,280748082,278580520,11/27/2024,54222,12/02/2024,12/11/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-162,596f2c859df94355bdc2e3c1d43668e4-0
129543,B24_129543,1,280748083,278580592,11/27/2024,11111,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-163,596f2c859df94355bdc2e3c1d43668e4-0
129543,B24_129543,2,280748084,278580592,11/20/2024,532,11/27/2024,12/02/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-164,596f2c859df94355bdc2e3c1d43668e4-0
129543,B24_129543,3,280748085,278580592,11/27/2024,322,,12/02/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-165,596f2c859df94355bdc2e3c1d43668e4-0
129543,B24_129543,4,280748086,278580592,11/27/2024,222,,12/04/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-166,596f2c859df94355bdc2e3c1d43668e4-0
129562,B24_129562,1,280748087,278580970,12/10/2024,55554,01/08/2025,01/07/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-167,596f2c859df94355bdc2e3c1d43668e4-0
129562,B24_129562,2,280748088,278580970,11/27/2024,55555,,12/18/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-168,596f2c859df94355bdc2e3c1d43668e4-0
129562,B24_129562,3,280748089,278580970,12/16/2024,55544,01/15/2025,01/22/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-169,596f2c859df94355bdc2e3c1d43668e4-0
129585,B24_129585,1,280748090,278581821,12/04/2024,55553,01/04/2025,01/07/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-16a,596f2c859df94355bdc2e3c1d43668e4-0
129585,B24_129585,2,280748091,278581821,12/11/2024,55532,01/05/2025,01/07/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-16b,596f2c859df94355bdc2e3c1d43668e4-0
129585,B24_129585,3,280748092,278581821,12/11/2024,55532,01/05/2025,01/07/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-16c,596f2c859df94355bdc2e3c1d43668e4-0
129590,B24_129590,1,280748093,278581849,11/27/2024,55554,12/30/2024,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-16d,596f2c859df94355bdc2e3c1d43668e4-0
129590,B24_129590,2,280748094,278581849,12/02/2024,42222,,12/10/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-16e,596f2c859df94355bdc2e3c1d43668e4-0
129590,B24_129590,3,280748095,278581849,12/03/2024,53333,12/11/2024,12/18/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-16f,596f2c859df94355bdc2e3c1d43668e4-0
129590,B24_129590,4,280748096,278581849,12/03/2024,55555,,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-170,596f2c859df94355bdc2e3c1d43668e4-0
129590,B24_129590,5,280748097,278581849,12/02/2024,43333,,12/12/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-171,596f2c859df94355bdc2e3c1d43668e4-0
129600,B24_129600,1,280748098,278581869,12/02/2024,55333,,12/18/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-172,596f2c859df94355bdc2e3c1d43668e4-0
129600,B24_129600,2,280748099,278581869,12/03/2024,55553,12/30/2024,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-173,596f2c859df94355bdc2e3c1d43668e4-0
129600,B24_129600,3,280748100,278581869,11/27/2024,55555,,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-174,596f2c859df94355bdc2e3c1d43668e4-0
129600,B24_129600,4,280748101,278581869,12/03/2024,55533,12/30/2024,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-175,596f2c859df94355bdc2e3c1d43668e4-0
129604,B24_129604,1,280748102,278581890,11/27/2024,55222,12/09/2024,12/12/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-176,596f2c859df94355bdc2e3c1d43668e4-0
129604,B24_129604,2,280748103,278581890,12/23/2024,42222,,01/08/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-177,596f2c859df94355bdc2e3c1d43668e4-0
129604,B24_129604,3,280748104,278581890,12/02/2024,43333,,12/18/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-178,596f2c859df94355bdc2e3c1d43668e4-0
129604,B24_129604,4,280748105,278581890,12/11/2024,54444,,12/23/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-179,596f2c859df94355bdc2e3c1d43668e4-0
129604,B24_129604,5,280748106,278581890,12/12/2024,55552,01/03/2025,01/07/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-17a,596f2c859df94355bdc2e3c1d43668e4-0
129607,B24_129607,1,280748107,278581897,11/27/2024,55555,,12/23/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-17b,596f2c859df94355bdc2e3c1d43668e4-0
129607,B24_129607,2,280748108,278581897,12/03/2024,55555,,01/08/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-17c,596f2c859df94355bdc2e3c1d43668e4-0
129607,B24_129607,3,280748109,278581897,11/27/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-17d,596f2c859df94355bdc2e3c1d43668e4-0
129607,B24_129607,4,280748110,278581897,12/04/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-17e,596f2c859df94355bdc2e3c1d43668e4-0
129607,B24_129607,5,280748111,278581897,11/27/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-17f,596f2c859df94355bdc2e3c1d43668e4-0
129613,B24_129613,1,280748112,278582114,11/27/2024,53111,12/03/2024,12/18/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-180,596f2c859df94355bdc2e3c1d43668e4-0
129613,B24_129613,2,280748113,278582114,12/03/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-181,596f2c859df94355bdc2e3c1d43668e4-0
129613,B24_129613,3,280748114,278582114,12/03/2024,55555,,12/23/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-182,596f2c859df94355bdc2e3c1d43668e4-0
129613,B24_129613,4,280748115,278582114,11/27/2024,31111,,12/12/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-183,596f2c859df94355bdc2e3c1d43668e4-0
129616,B24_129616,4,280748116,278582121,11/27/2024,55533,12/23/2024,12/23/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-184,596f2c859df94355bdc2e3c1d43668e4-0
129616,B24_129616,5,280748117,278582121,12/04/2024,55555,,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-185,596f2c859df94355bdc2e3c1d43668e4-0
129616,B24_129616,6,280748118,278582121,11/02/2024,55555,,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-186,596f2c859df94355bdc2e3c1d43668e4-0
129623,B24_129623,1,280748119,278582141,12/04/2024,55555,,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-187,596f2c859df94355bdc2e3c1d43668e4-0
129623,B24_129623,2,280748120,278582141,12/12/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-188,596f2c859df94355bdc2e3c1d43668e4-0
129623,B24_129623,3,280748121,278582141,12/04/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-189,596f2c859df94355bdc2e3c1d43668e4-0
129623,B24_129623,4,280748122,278582141,12/04/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-18a,596f2c859df94355bdc2e3c1d43668e4-0
129628,B24_129628,1,280748123,278582161,,,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-18b,596f2c859df94355bdc2e3c1d43668e4-0
129628,B24_129628,2,280748124,278582161,,,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-18c,596f2c859df94355bdc2e3c1d43668e4-0
129628,B24_129628,3,280748125,278582161,11/20/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-18d,596f2c859df94355bdc2e3c1d43668e4-0
129628,B24_129628,4,280748126,278582161,12/03/2024,5555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-18e,596f2c859df94355bdc2e3c1d43668e4-0
129628,B24_129628,5,280748127,278582161,,,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-18f,596f2c859df94355bdc2e3c1d43668e4-0
129632,B24_129632,1,280748128,278582172,11/27/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-190,596f2c859df94355bdc2e3c1d43668e4-0
129632,B24_129632,2,280748129,278582172,12/02/2024,5555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-191,596f2c859df94355bdc2e3c1d43668e4-0
129632,B24_129632,3,280748130,278582172,11/27/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-192,596f2c859df94355bdc2e3c1d43668e4-0
129643,B24_129643,1,280748131,278582413,11/15/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-193,596f2c859df94355bdc2e3c1d43668e4-0
129643,B24_129643,2,280748132,278582413,,,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-194,596f2c859df94355bdc2e3c1d43668e4-0
129643,B24_129643,3,280748133,278582413,11/18/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-195,596f2c859df94355bdc2e3c1d43668e4-0
129643,B24_129643,4,280748134,278582413,11/19/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-196,596f2c859df94355bdc2e3c1d43668e4-0
129645,B24_129645,1,280748135,278582421,12/04/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-197,596f2c859df94355bdc2e3c1d43668e4-0
129645,B24_129645,2,280748136,278582421,,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-198,596f2c859df94355bdc2e3c1d43668e4-0
129645,B24_129645,3,280748137,278582421,12/03/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-199,596f2c859df94355bdc2e3c1d43668e4-0
129645,B24_129645,4,280748138,278582421,12/04/2024,55555,,12/18/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-19a,596f2c859df94355bdc2e3c1d43668e4-0
129647,B24_129647,1,280748139,278582427,12/11/2024,55554,01/07/2025,01/08/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-19b,596f2c859df94355bdc2e3c1d43668e4-0
129647,B24_129647,2,280748140,278582427,12/12/2024,55554,01/07/2025,01/08/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-19c,596f2c859df94355bdc2e3c1d43668e4-0
129647,B24_129647,3,280748141,278582427,12/12/2024,55555,,01/08/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-19d,596f2c859df94355bdc2e3c1d43668e4-0
129653,B24_129653,1,280748142,278582446,12/08/2024,11111,,01/07/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-19e,596f2c859df94355bdc2e3c1d43668e4-0
129653,B24_129653,2,280748143,278582446,12/03/2024,11111,,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-19f,596f2c859df94355bdc2e3c1d43668e4-0
129653,B24_129653,3,280748144,278582446,12/04/2024,21111,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a0,596f2c859df94355bdc2e3c1d43668e4-0
129654,B24_129654,1,280748145,278582449,12/04/2024,1111,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a1,596f2c859df94355bdc2e3c1d43668e4-0
129654,B24_129654,2,280748146,278582449,11/27/2024,31111,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a2,596f2c859df94355bdc2e3c1d43668e4-0
129654,B24_129654,3,280748147,278582449,12/11/2024,11111,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a3,596f2c859df94355bdc2e3c1d43668e4-0
129654,B24_129654,4,280748148,278582449,12/03/2024,31111,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a4,596f2c859df94355bdc2e3c1d43668e4-0
129657,B24_129657,1,280748149,278582461,11/27/2024,53211,12/03/2024,12/09/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a5,596f2c859df94355bdc2e3c1d43668e4-0
129657,B24_129657,2,280748150,278582461,11/27/2024,53222,12/02/2024,12/04/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a6,596f2c859df94355bdc2e3c1d43668e4-0
129657,B24_129657,3,280748151,278582461,11/27/2024,31111,,12/05/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a7,596f2c859df94355bdc2e3c1d43668e4-0
129660,B24_129660,1,280748152,278582466,11/27/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a8,596f2c859df94355bdc2e3c1d43668e4-0
129660,B24_129660,2,280748153,278582466,11/27/2024,33222,,12/08/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1a9,596f2c859df94355bdc2e3c1d43668e4-0
129660,B24_129660,3,280748154,278582466,12/03/2024,53333,12/09/2024,12/10/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1aa,596f2c859df94355bdc2e3c1d43668e4-0
129671,B24_129671,1,280748155,278582714,11/27/2024,31111,,12/23/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1ab,596f2c859df94355bdc2e3c1d43668e4-0
129671,B24_129671,2,280748156,278582714,11/27/2024,2111,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1ac,596f2c859df94355bdc2e3c1d43668e4-0
129671,B24_129671,3,280748157,278582714,11/27/2024,21111,,12/08/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1ad,596f2c859df94355bdc2e3c1d43668e4-0
129677,B24_129677,1,280748158,278582737,12/12/2024,55555,,01/08/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1ae,596f2c859df94355bdc2e3c1d43668e4-0
129677,B24_129677,2,280748159,278582737,12/09/2024,44422,,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1af,596f2c859df94355bdc2e3c1d43668e4-0
129685,B24_129685,1,280748160,278582767,11/19/2024,53322,11/27/2024,12/05/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b0,596f2c859df94355bdc2e3c1d43668e4-0
129685,B24_129685,2,280748161,278582767,11/20/2024,53311,11/27/2024,12/11/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b1,596f2c859df94355bdc2e3c1d43668e4-0
129687,B24_129687,1,280748162,278582792,12/09/2024,55554,01/07/2025,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b2,596f2c859df94355bdc2e3c1d43668e4-0
129687,B24_129687,2,280748163,278582792,11/27/2024,55555,,12/23/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b3,596f2c859df94355bdc2e3c1d43668e4-0
129687,B24_129687,3,280748164,278582792,11/20/2024,54411,11/27/2024,12/12/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b4,596f2c859df94355bdc2e3c1d43668e4-0
129687,B24_129687,4,280748165,278582792,11/15/2024,55432,11/27/2024,12/04/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b5,596f2c859df94355bdc2e3c1d43668e4-0
129687,B24_129687,5,280748166,278582792,11/18/2024,53,11/27/2024,11/27/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b6,596f2c859df94355bdc2e3c1d43668e4-0
129695,B24_129695,1,280748167,278583014,11/15/2024,53111,12/02/2024,12/04/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b7,596f2c859df94355bdc2e3c1d43668e4-0
129695,B24_129695,2,280748168,278583014,11/15/2024,54211,11/27/2024,12/04/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b8,596f2c859df94355bdc2e3c1d43668e4-0
129695,B24_129695,3,280748169,278583014,11/12/2024,54311,11/27/2024,12/04/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b9,596f2c859df94355bdc2e3c1d43668e4-0
129695,B24_129695,4,280748170,278583014,11/15/2024,55311,12/01/2024,12/04/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1ba,596f2c859df94355bdc2e3c1d43668e4-0
129707,B24_129707,1,280748171,278583692,11/20/2024,55544,12/11/2024,12/12/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1bb,596f2c859df94355bdc2e3c1d43668e4-0
129707,B24_129707,2,280748172,278583692,11/27/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1bc,596f2c859df94355bdc2e3c1d43668e4-0
129707,B24_129707,3,280748173,278583692,12/04/2024,55554,12/30/2024,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1bd,596f2c859df94355bdc2e3c1d43668e4-0
129709,B24_129709,1,280748174,278583695,11/20/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1be,596f2c859df94355bdc2e3c1d43668e4-0
129709,B24_129709,2,280748175,278583695,12/02/2024,55554,,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1bf,596f2c859df94355bdc2e3c1d43668e4-0
129709,B24_129709,3,280748176,278583695,12/03/2024,55555,,12/23/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c0,596f2c859df94355bdc2e3c1d43668e4-0
129709,B24_129709,4,280748177,278583695,12/03/2024,55555,,12/23/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c1,596f2c859df94355bdc2e3c1d43668e4-0
129713,B24_129713,1,280748178,278583951,11/27/2024,32111,,12/10/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c2,596f2c859df94355bdc2e3c1d43668e4-0
129713,B24_129713,2,280748179,278583951,11/27/2024,32111,,12/11/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c3,596f2c859df94355bdc2e3c1d43668e4-0
129713,B24_129713,3,280748180,278583951,11/27/2024,32111,,12/09/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c4,596f2c859df94355bdc2e3c1d43668e4-0
129713,B24_129713,4,280748181,278583951,11/27/2024,32111,,12/11/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c5,596f2c859df94355bdc2e3c1d43668e4-0
129722,B24_129722,1,280748182,278584526,12/23/2024,55544,01/15/2025,01/21/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c6,596f2c859df94355bdc2e3c1d43668e4-0
129722,B24_129722,2,280748183,278584526,,,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c7,596f2c859df94355bdc2e3c1d43668e4-0
129722,B24_129722,3,280748184,278584526,12/23/2024,554,01/06/2025,01/08/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c8,596f2c859df94355bdc2e3c1d43668e4-0
129750,B24_129750,1,280748185,278574784,12/23/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c9,596f2c859df94355bdc2e3c1d43668e4-0
129750,B24_129750,2,280748186,278574784,11/27/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1ca,596f2c859df94355bdc2e3c1d43668e4-0
129750,B24_129750,3,280748187,278574784,12/11/2024,55555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1cb,596f2c859df94355bdc2e3c1d43668e4-0
129750,B24_129750,4,280748188,278574784,12/23/2024,55544,01/14/2025,01/15/2025,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1cc,596f2c859df94355bdc2e3c1d43668e4-0
129750,B24_129750,5,280748189,278574784,11/27/2024,55554,12/30/2024,12/30/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1cd,596f2c859df94355bdc2e3c1d43668e4-0
129767,B24_129767,1,280748190,278575321,11/27/2024,32111,,12/09/2024,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1ce,596f2c859df94355bdc2e3c1d43668e4-0
129767,B24_129767,2,280748191,278575321,11/27/2024,5555,,,,Pe16,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1cf,596f2c859df94355bdc2e3c1d43668e4-0
